iso2c,country,year,FP.CPI.TOTL.ZG,FR.INR.RINR,SL.UEM.TOTL.ZS,NE.GDI.TOTL.ZS,NY.GNS.ICTR.ZS,NY.GDP.PCAP.PP.CD,NY.GNP.PCAP.PP.CD,SP.DYN.LE00.IN,SL.TLF.CACT.FE.ZS,SG.GEN.PARL.ZS,SP.ADO.TFRT,SH.DYN.MORT,SH.STA.MMRT,SI.POV.DDAY,SE.XPD.TOTL.GD.ZS,EG.ELC.ACCS.ZS,EN.ATM.CO2E.PC,EG.USE.ELEC.KH.PC,EG.FEC.RNEW.ZS,SP.POP.GROW,SP.RUR.TOTL.ZS,SP.URB.TOTL.IN.ZS
IN,India,2009,10.8823529411765,4.80859210832915,5.54400014877319,39.2567917555943,35.6174386433649,3911.43428077764,3890,66.244,27.1140003204346,10.8256880733945,37.9562,61.4,225,32.9,3.27824997901917,75,1.28508361160037,598.498241908181,37.41,1.41058271379931,69.413,30.587
IN,India,2010,11.9893899204243,-1.98385922230245,5.5460000038147,39.7856241738856,36.3058753820012,4237.20878809501,4190,66.693,25.9650001525879,10.8256880733945,34.6548,58.2,210,NA,3.377690076828,76.3000030517578,1.34489614702866,640.394606751363,36.16,1.35033831370532,69.07,30.93
IN,India,2011,8.9117933648337,1.31797970849672,5.42600011825562,39.5904214421434,35.131796539903704,4493.6694656757,4450,67.13,24.5090007781982,11.0091743119266,31.3534,55,197,22.5,3.79618000984192,67.5999984741211,1.40506833301091,696.842681452116,35.01,1.28851296178524,68.724,31.276
IN,India,2012,9.47899691419793,2.47352165613743,5.41400003433228,38.3474156730201,35.2612917940085,4861.15615236202,4800,67.545,23.0990009307861,11.0091743119266,28.052,52,185,NA,3.8675000667572,79.9000015258789,1.50850825170152,723.236916567989,34.75,1.23148489388617,68.366,31.634
IN,India,2013,10.0178784746103,3.86599286270871,5.42399978637695,34.0232020837191,34.3046563330021,5057.23341374821,4990,67.931,22.6499996185303,11.0091743119266,25.077,49,175,NA,3.84467005729675,81.9993286132813,1.53994783935657,764.201134144621,34.85,1.18290421490412,67.997,32.003
IN,India,2014,6.665656718679,6.69517609043592,5.43599987030029,34.2678056156731,33.4660242231467,5233.88234251319,5170,68.286,22.2080001831055,11.4180478821363,22.102,46.2,166,NA,NA,83.8724975585938,1.65723127096964,804.5163492833,33.85,1.14567340150608,67.616,32.384
IN,India,2015,4.90697344127254,7.55648841353986,5.43499994277954,32.116730135846304,32.4539249030912,5464.85917800941,5400,68.607,21.7749996185303,11.9705340699816,19.127,43.5,158,18.7,4.11457014083862,88,1.64715191355484,NA,33.4,1.11689591278599,67.223,32.777
IN,India,2016,4.94821634062142,6.2327114148242,5.4229998588562,30.1726916705577,30.8305755075872,5839.86481675337,5720,68.897,21.3509998321533,11.9705340699816,16.152,41,150,18.1,4.25407981872559,89.2177963256836,1.6573963079756,NA,33.02,1.09045932094686,66.818,33.182
IN,India,2017,3.32817337461301,5.32760886237311,5.35799980163574,30.9821757629795,31.7067543028189,6182.92210857444,6120,69.165,20.9340000152588,11.8081180811808,13.177,38.6,145,13.4,4.30544996261597,92.1249465942383,1.7333608444622,NA,32.41,1.06335942989132,66.4,33.6
IN,India,2018,3.93882646691634,5.36166638954869,5.32999992370605,32.3432182059831,31.4104921569866,6669.62278430014,6600,69.416,20.5259990692139,11.8081180811808,12.0708,36.3,NA,11.1,4.36373996734619,95.6999969482422,1.8126964996263,NA,32.82,1.03782784787162,65.97,34.03
IN,India,2019,3.72950573539126,6.91029345061226,5.26999998092651,30.2210173236751,29.6977504971086,6971.68727647826,6900,69.656,21.1790008544922,14.3911439114391,10.9646,34.4,NA,10,4.40722990036011,97.3082656860352,1.79762011876852,NA,32.93,1.01326124930492,65.528,34.472
IN,India,2020,6.62343677628532,3.36084267990636,7.99700021743774,27.8963066951088,28.5385080489671,6525.42805209485,6440,69.887,18.6030006408691,14.3646408839779,9.8584,32.6,NA,NA,4.47422981262207,99,NA,NA,NA,0.989413800188014,65.074,34.926
RU,Russian Federation,2000,20.7987606558703,-9.63311144094157,10.5799999237061,18.6937601947688,36.1542075558736,6825.3916015625,6650,65.4836585365854,54.5550003051758,7.70975056689342,30.5882,19.3,56,3,2.93979001045227,100,10.6676903174515,5198.40570401268,3.5,-0.420614990249978,26.65,73.35
RU,Russian Federation,2001,21.4770072117159,1.22657850679028,8.97999954223633,21.9498173349418,32.5129186409687,7361.36376953125,7260,65.3834146341463,53.4199981689453,7.57238307349666,29.1006,18.3,53,1.8,3.10601997375488,100,10.7357704373229,5274.3633046315,3.62,-0.424090524785415,26.654,73.346
RU,Russian Federation,2002,15.7887307914462,0.0329353849571815,7.88000011444092,20.0295461890033,28.774776224551,8037.474609375,7880,65.1287804878049,54.431999206543,7.57238307349666,27.613,17.2,51,1,3.83502006530762,100,10.7726770525637,5304.41525955994,3.46,-0.460024258081391,26.659,73.341
RU,Russian Federation,2003,13.6632930228667,-0.600170683349488,8.21000003814697,20.858958480261,28.2662386299606,9254.537109375,8970,65.0275609756098,54.1860008239746,7.57238307349666,28.019,16.1,49,1.1,3.67853999137878,100,11.1304208934786,5478.13045818384,3.28,-0.453780668020263,26.627,73.373
RU,Russian Federation,2004,10.8886157326216,-7.32898586117018,7.76000022888184,20.9012750793662,30.2604397447226,10226.7666015625,10010,65.4709756097561,54.6669998168945,9.84340044742729,28.425,14.9,45,1,3.54786992073059,100,11.1127216423519,5633.84550039094,3.55,-0.402681471328549,26.582,73.418
RU,Russian Federation,2005,12.6853039507349,-7.2066899103981,7.11999988555908,20.0774969175315,30.5465771415635,11822.3466796875,11540,65.529756097561,55.1479988098145,9.84340044742729,28.831,13.8,42,0.8,3.77192997932434,100,11.231837384531,5770.10063642248,3.61,-0.381452794741516,26.537,73.463
RU,Russian Federation,2006,9.66865454789265,-4.07869183877499,7.05999994277954,21.1715918032687,30.6608760867486,14912.234375,14480,66.7275609756098,55.5219993591309,9.84340044742729,29.237,12.8,36,0.4,3.86626005172729,100,11.5683619356961,6098.53347618072,3.48,-0.327445270108383,26.492,73.508
RU,Russian Federation,2007,9.00729868861076,-3.34492661144464,6,24.1645140336108,31.2668554624625,16648.2421875,16280,67.5868292682927,56.1290016174316,14,29.643,11.9,32,0.2,NA,100,11.6112790219408,6286.04939176058,3.67,-0.17108203294568,26.447,73.553
